real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
gen=150_infill=71,1.63267,4.30576,-5.0,1.29197,-5.0,7.83469,1.23123,-5.0,-3.85958,4.15243,3.53675,1.43126,2.47202,1.21498,-5.0,-0.754117,0.713176,1.76685,-1.25605,10.0
gen=150_infill=72,3.59017,-4.21218,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,5.33882,10.0,-5.0,-0.618139,-0.337861,-5.0,-5.0,-5.0,3.60883,0.159848,10.0
gen=150_infill=73,1.06091,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,1.42435,7.45019,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0.0645099,5.65723,10.0
gen=150_infill=74,0.106181,2.92738,-5.0,-5.0,-5.0,7.89248,-1.15271,-5.0,-4.92918,1.44917,3.61859,2.77164,2.43998,1.64019,-5.0,-3.40035,-2.80751,1.14064,-0.345294,10.0
gen=150_infill=75,2.42916,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,3.53703,10.0,-4.48752,-1.23193,-2.85853,-5.0,-5.0,-5.0,3.22623,-1.63279,10.0
gen=150_infill=76,0.0506372,1.55872,-2.02223,-1.88175,-5.0,3.86106,0.0398917,-5.0,-5.0,-1.26586,0.451348,3.89087,3.58065,2.17483,-0.980397,0.567669,-0.183434,0.0211451,-0.493061,10.0
gen=150_infill=77,6.30911,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,0.0324605,10.0,-5.0,-5.0,-4.81722,-5.0,-5.0,-5.0,-4.23986,4.1136,10.0
gen=150_infill=78,3.76311,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,-0.782398,6.80006,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-3.81441,4.09517,10.0
gen=150_infill=79,0.863357,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,3.88233,4.89888,-5.0,-1.97881,-5.0,-5.0,-5.0,-5.0,3.24169,3.34256,10.0
gen=150_infill=80,-0.608136,-3.36935,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,2.96828,6.03001,-5.0,-4.41373,-0.325405,-5.0,-5.0,-5.0,4.67041,3.38233,10.0
gen=150_infill=81,1.92395,2.02294,-1.2098,2.14222,1.69148,0.82229,1.14651,1.59049,1.80791,2.98123,1.20047,3.22526,1.83922,2.05571,1.07684,1.95041,0.776087,2.1868,0.527163,5.85965
gen=150_infill=82,2.67596,-5.0,-5.0,-4.79107,-5.0,10.0,-5.0,-5.0,-5.0,1.60149,10.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,1.68891,1.6335,10.0
gen=150_infill=83,0.035859,-1.83986,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,7.05403,5.37216,-3.91333,-2.17646,-0.866042,-5.0,-5.0,-5.0,0.757304,2.42111,10.0
gen=150_infill=84,0.794158,1.75097,0.00315479,1.25718,-1.81429,3.30894,3.69514,1.04339,1.85899,0.109613,1.97289,2.63979,2.62175,2.57785,0.663907,2.22173,0.374621,1.23305,0.278974,10.0
gen=150_infill=85,0.388196,-3.39952,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,2.27718,6.49141,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,2.74873,2.61843,10.0
gen=150_infill=86,3.02662,4.54233,-5.0,-0.170671,-5.0,7.73655,1.13482,-5.0,-5.0,5.18594,2.45444,1.47424,3.518,0.638347,-5.0,-3.60045,-0.786002,0.606188,0.243372,10.0
gen=150_infill=87,0.418351,-1.26776,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,1.48186,4.73813,-5.0,-2.24761,-5.0,-5.0,-5.0,-5.0,1.82387,4.72521,10.0
gen=150_infill=88,0.773546,-0.365328,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,3.19664,5.17269,-5.0,-3.75546,-5.0,-5.0,-5.0,-5.0,2.575,2.118,10.0
gen=150_infill=89,-1.10858,2.99866,-5.0,-2.99947,-5.0,3.70712,-2.69162,-5.0,-5.0,4.81688,3.17254,0.320142,3.31758,-0.228368,-5.0,-1.36985,2.08779,4.26034,-1.95153,10.0
gen=150_infill=90,-1.80835,-0.672306,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,4.54125,5.28498,-5.0,-2.92511,-1.87688,-4.80119,-5.0,-5.0,1.40278,3.81056,10.0
gen=150_infill=91,2.58538,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,0.553122,10.0,-4.70088,-2.73371,-2.55649,-5.0,-5.0,-5.0,3.96684,-0.338732,10.0
gen=150_infill=92,0.385962,3.43445,-5.0,-1.43132,-5.0,10.0,-1.24823,-5.0,-5.0,3.95562,3.77859,-5.0,0.167584,0.24559,-5.0,-3.17039,-5.0,1.60958,3.51962,10.0
gen=150_infill=93,2.14239,2.39334,-0.0893228,3.11666,-0.964711,1.54538,3.41593,-1.0245,0.599897,0.753876,2.38206,0.775589,3.12772,0.884345,0.136454,3.34248,0.684242,1.63316,0.430769,10.0
gen=150_infill=94,-0.786354,2.72302,-5.0,-3.53329,-5.0,3.64733,-0.626745,-5.0,-5.0,3.66346,3.06624,0.480619,3.10842,0.19699,-5.0,-0.834093,2.28834,2.43204,-3.15201,10.0
gen=150_infill=95,1.96794,1.96798,0.125497,2.26363,1.3803,0.372814,1.21124,2.58727,2.1704,2.77901,1.28145,2.40227,2.8372,1.51243,0.680116,3.02825,0.615223,2.82789,1.06002,6.06234
gen=150_infill=96,1.3484,-3.61498,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,1.0547,7.92461,-4.76471,-5.0,-5.0,-5.0,-5.0,-5.0,2.67898,1.02581,10.0
gen=150_infill=97,2.6309,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,1.86616,9.72425,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-0.607432,3.47319,10.0
gen=150_infill=98,6.07936,-5.0,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,0.826988,10.0,-5.0,-5.0,-4.04548,-5.0,-5.0,-5.0,-2.2534,2.90692,10.0
gen=150_infill=99,-0.209272,-4.02712,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,3.73977,6.42776,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,4.02889,3.46065,10.0
gen=150_infill=100,6.13546,2.00622,-5.0,-5.0,-5.0,10.0,-5.0,-5.0,-5.0,3.64889,6.97701,-5.0,-4.60151,-0.79297,-5.0,-5.0,-5.0,0.934657,-0.952238,10.0
gen=192_infill=1,1.81914,1.66765,0.389219,1.82375,1.44534,0.50084,1.03189,2.43813,1.8156,2.6851,0.954441,2.48475,2.13093,2.09814,1.53381,2.4206,0.710075,2.79692,1.34651,5.99165
gen=192_infill=2,0.752155,1.53,0.721461,2.16789,0.375396,-0.379387,1.4757,1.57664,2.43732,1.29524,1.5691,0.170349,1.13893,-0.274125,0.993817,1.46037,1.94403,1.29526,1.92335,-1.81618
gen=192_infill=3,0.632452,1.78195,0.674102,1.48762,0.596592,1.68564,2.69728,2.38623,1.18807,2.23001,2.63819,1.96118,0.904054,2.11026,2.50924,2.47006,0.0792249,3.17402,0.897383,-0.422835
gen=192_infill=4,0.617869,0.634427,1.14076,2.48046,2.20632,0.466145,1.92973,3.74756,1.59906,1.27658,0.89516,2.16295,1.21296,1.37234,2.56653,0.0307647,3.24199,2.23892,1.2318,-5.0
gen=192_infill=5,0.142697,1.14571,0.512615,2.28433,-0.345412,1.83646,0.92784,2.27747,2.7121,0.979621,1.7157,0.501907,1.55399,2.0192,2.71991,0.254334,1.8579,0.736501,0.555662,-2.41456
gen=192_infill=6,1.77049,1.36771,0.569783,1.5739,0.777365,0.683598,1.62575,2.09706,1.27868,3.19805,0.65494,1.88634,0.319011,2.24644,2.45097,0.951295,1.83745,3.20347,1.63741,3.68807
gen=192_infill=7,1.60651,1.51805,0.536172,2.32039,1.62882,2.29119,1.89511,3.59916,3.00551,0.678283,1.07979,-0.368209,0.666729,1.89145,2.36254,1.08794,3.31951,0.674027,1.52952,-5.0
gen=192_infill=8,1.48045,1.36292,0.347882,2.11999,1.7282,4.48993,2.67421,3.10177,1.39436,1.64594,0.937983,1.68604,1.02293,2.25715,2.96102,1.46299,2.5574,-0.337131,0.778194,-5.0
gen=192_infill=9,1.69329,0.338904,0.647554,2.69153,2.02638,0.971741,1.65611,-0.131867,3.06479,0.534878,2.38387,0.149157,1.04513,-1.27434,2.21188,1.60211,1.40387,-0.279575,1.733,-3.74354
gen=192_infill=10,0.837806,0.878971,0.423669,2.08558,0.251243,3.38502,2.96049,1.00949,2.29942,0.581934,1.26554,0.880338,1.37133,2.57194,2.35531,0.917548,3.29989,-1.13255,0.485387,-5.0
gen=192_infill=11,0.826763,2.02653,0.681446,1.47893,1.34376,1.61804,2.19481,2.06115,1.36908,1.85535,2.3479,1.00744,2.87282,2.51539,2.69012,3.19176,0.396795,2.54634,1.48694,4.25268
gen=192_infill=12,1.44609,1.21371,0.564464,1.76608,1.41288,1.00446,3.34353,2.36789,2.03537,3.0075,0.732819,-0.970893,2.74189,0.743824,3.14803,1.97648,1.5571,1.69022,0.0374411,-5.0
gen=192_infill=13,0.771376,0.50444,0.296465,1.79342,1.00433,1.00203,1.28701,2.54558,1.90509,2.21622,2.56836,2.14642,3.45142,0.762975,1.74707,1.37969,0.496515,1.92264,1.87507,6.04812
gen=192_infill=14,0.501542,0.363756,0.207224,1.51376,1.05211,0.430701,3.15309,1.53045,1.7991,2.47119,2.83313,0.880394,3.0867,1.99228,2.29589,1.75339,2.7108,1.24181,0.192846,-5.0
gen=192_infill=15,0.451502,2.05357,0.460731,2.44934,1.63426,2.63819,0.894932,2.04755,2.45499,2.23519,1.12415,0.308224,1.66539,1.26696,1.44159,0.45414,1.12275,1.61429,1.27462,2.0866
gen=192_infill=16,1.6037,1.7657,0.213716,1.80693,1.48627,1.48611,1.01829,2.63576,1.81158,2.43591,1.79594,1.90924,2.67946,1.52616,2.21861,3.16651,0.376314,3.08789,1.4186,3.06699
gen=192_infill=17,-0.00518903,1.54861,0.582069,2.40602,0.78907,0.652745,0.692315,0.0152406,0.987294,1.78458,1.42802,1.18068,1.40131,0.44427,1.88963,1.75721,0.995457,1.72503,1.77448,-3.85048
gen=192_infill=18,1.92309,2.31035,0.30704,2.57684,2.37634,2.95889,2.17459,1.6619,2.83734,1.27954,-0.0142434,-0.456304,2.13264,0.909712,2.93637,0.725044,2.12029,0.0391604,1.57201,-5.0
gen=192_infill=19,0.707394,1.69018,0.458615,2.44587,0.940646,2.54063,2.5384,1.55497,2.81567,2.58447,1.59776,-0.599927,-0.1262,1.22194,1.73023,0.536089,2.13002,1.98451,0.592022,-5.0
gen=192_infill=20,0.963702,1.6672,0.273866,1.58186,2.24946,0.891491,0.862418,3.46389,1.76632,2.5411,2.99719,1.02433,2.93601,1.9786,1.17771,2.20708,1.95986,2.5991,1.10491,0.911615
gen=192_infill=21,0.151999,0.0830114,0.583807,1.5468,0.0276733,0.591202,0.797744,0.591154,1.99335,1.43932,1.61609,2.21589,1.34333,0.302434,2.33288,1.68816,1.33993,2.15067,2.33059,4.5215
gen=192_infill=22,0.617792,1.89946,0.506516,1.73655,1.45856,1.47656,0.605493,2.21455,2.49726,1.94222,1.20581,0.691978,1.94684,1.46924,1.37281,1.94043,1.12477,1.38265,1.43493,-1.97158
gen=192_infill=23,1.23488,2.34786,0.639151,1.50381,1.16604,1.72852,0.747187,2.94914,2.85388,1.06803,0.891495,1.43143,2.36177,1.24995,1.76897,1.5692,1.38937,2.2623,1.64592,6.71408
gen=192_infill=24,2.16549,2.11361,0.365204,1.9142,1.29792,0.862082,1.24994,1.88025,3.0025,1.51594,0.586096,1.82117,1.49652,2.00588,2.06809,2.50365,0.958101,1.94848,1.5823,5.29052
gen=192_infill=25,0.84942,1.9168,0.32484,1.94375,1.32658,2.90806,1.71937,1.43688,3.06491,2.43413,1.60557,-0.332961,0.956971,0.306472,2.26545,1.29521,2.09651,2.62331,0.623638,-5.0
gen=192_infill=26,1.6485,1.79369,0.743597,1.91546,1.5626,2.04747,1.17285,1.70046,1.91127,2.86747,0.580102,2.17821,1.5696,1.7783,1.89491,1.91437,1.59235,2.57689,1.27234,6.22456
gen=192_infill=27,1.52986,1.26141,0.590586,2.15036,1.80182,0.34281,1.42752,0.885967,1.84434,3.02286,0.346808,2.02742,2.50078,2.03991,1.12177,1.71948,0.658229,1.59327,1.43374,1.26695
gen=192_infill=28,-0.248852,2.62029,0.858152,1.39618,1.64544,2.90692,0.598803,2.22583,2.75373,1.92023,1.59901,0.1814,2.21406,1.1454,1.46494,0.748256,1.15528,1.12423,1.55065,-3.50627
gen=192_infill=29,2.05995,1.72056,0.591723,2.04345,1.56983,0.176636,0.394249,-0.340217,2.34915,1.81551,0.589102,0.947402,2.66462,2.03936,1.96059,2.02942,1.07073,0.495456,1.04593,3.16653
gen=192_infill=30,1.51392,2.18738,0.596039,1.99568,1.28915,0.648581,1.24703,2.97238,1.74502,1.94612,1.24354,1.91205,2.82223,2.03991,1.93993,2.82936,1.27901,2.45658,1.33769,6.09769
gen=192_infill=31,-0.35671,2.82775,0.683689,1.6355,1.98555,2.19383,0.793681,0.984831,2.66813,1.99108,1.0059,0.258021,1.51614,0.855537,1.76375,1.92891,1.95282,1.47716,1.81122,-5.0
gen=192_infill=32,0.886782,1.51292,0.407997,1.68616,0.914074,0.997672,0.371618,1.52863,1.97045,3.19558,0.937419,1.32329,1.95721,1.9352,1.38396,2.28625,1.27328,2.20004,1.21757,1.01979
gen=192_infill=33,1.78886,1.54527,0.663282,2.0863,1.6693,1.21453,0.873989,1.56025,2.14934,3.01212,0.840941,0.135611,1.76816,1.7848,1.75099,2.19785,1.30279,2.63036,1.07342,0.364399
gen=192_infill=34,0.686503,1.78931,0.676268,1.67282,0.97124,1.22659,0.777352,2.31724,1.68585,2.03862,1.59713,1.37946,2.27986,2.09765,1.1447,1.60082,1.18398,2.19419,1.38675,-0.916191
gen=192_infill=35,0.685745,1.02523,0.623259,1.83633,2.05222,1.6058,0.834443,2.05003,2.77379,1.97247,0.945112,0.23134,0.704893,1.20664,1.91898,1.23204,2.56966,1.86873,2.0246,-3.90583
gen=192_infill=36,1.19919,1.96177,0.540262,2.08558,2.18266,1.91428,1.23979,0.922935,2.05622,3.16926,1.42197,0.683491,1.97105,1.61642,1.52752,0.471008,0.99046,1.59499,1.4195,-1.30545
gen=192_infill=37,1.28979,1.96625,0.38148,1.91345,1.94418,2.61903,1.04209,1.67245,1.63475,2.18991,0.800791,1.66387,1.98358,1.94285,2.00953,2.80882,1.405,2.31165,1.25854,-5.0
gen=192_infill=38,0.38989,1.69274,0.698256,1.67429,1.22028,1.59911,1.33341,1.64098,1.8178,2.5856,2.06545,1.35815,1.73463,2.71457,2.03021,1.89395,1.00768,2.02603,1.75077,-5.0
gen=192_infill=39,0.413975,1.46723,0.407944,2.1011,0.904417,4.08659,1.94522,1.34698,1.56362,2.59156,2.43625,-0.876382,0.833021,-1.00277,2.37504,0.998896,1.918,1.48682,0.579456,-5.0
gen=192_infill=40,0.294299,1.47816,0.380703,1.89991,1.65731,1.32917,0.748069,1.47879,1.64217,2.61326,0.373542,0.550302,1.48094,1.74412,1.68023,2.20736,1.47889,1.04157,1.09834,-5.0
gen=192_infill=41,1.17705,0.804105,0.219125,1.79656,2.15988,1.40023,0.854106,1.06568,1.13163,2.36731,2.3826,-0.438857,2.81467,2.29696,1.85035,2.12447,1.69051,2.72226,1.11286,-4.35315
gen=192_infill=42,1.51509,1.54961,0.776147,2.16591,1.73128,1.60923,0.462166,1.18259,1.61633,2.85572,1.54625,-0.0357111,1.30794,1.68534,1.43262,2.18765,1.58584,2.01333,1.02457,4.99907
gen=192_infill=43,1.92889,1.39178,0.694815,2.16593,1.74402,0.970047,0.928927,2.2613,1.54225,2.66348,1.82579,0.631837,1.14704,1.76861,1.26999,2.73817,1.19275,2.0163,1.13351,4.29014
gen=192_infill=44,0.645644,2.08407,0.677182,1.69683,1.11869,1.25114,0.63632,1.37538,1.46152,1.85782,1.53881,1.78921,2.34448,2.07642,2.96835,1.97842,1.18324,2.2149,1.32186,-5.0
gen=192_infill=45,0.661545,1.37478,0.288407,2.14421,1.31176,1.39482,1.1115,1.66528,3.02637,1.55457,1.69625,0.798678,2.36576,1.67765,1.18523,2.28395,1.30767,1.11691,1.18699,1.46903
gen=192_infill=46,1.39185,2.16591,0.769459,1.59988,0.911547,1.85072,0.778533,1.20862,1.08421,2.36135,1.24215,0.517688,2.09567,2.11326,0.97706,1.34491,1.376,2.37682,1.31494,0.148664
gen=192_infill=47,0.175687,1.50167,1.10226,1.62735,1.42449,2.05024,2.34564,1.42512,1.54007,2.5587,3.23054,0.855863,1.2793,-0.173745,1.93439,1.56059,1.93953,2.09167,0.795707,-5.0
gen=192_infill=48,0.551525,1.46443,0.912987,1.59294,2.90725,2.25157,1.11001,1.08149,2.54234,3.3783,1.66527,1.3911,1.34709,0.474865,2.45824,2.00548,1.39308,1.85518,1.98266,-5.0
gen=240_infill=1,2.05995,1.72056,0.591723,2.04345,1.56983,0.176636,0.394249,-0.340217,2.34915,1.81551,0.589102,0.947402,2.66462,2.03936,1.96059,2.02942,1.07073,0.495456,1.04593,3.16653
gen=240_infill=2,0.845636,1.76658,0.534336,1.98927,1.20324,1.72426,1.13252,1.75537,2.30154,2.13465,1.38098,0.46216,1.70017,1.31875,1.82076,1.53413,1.37187,1.67651,1.27931,-0.43166
gen=240_infill=3,1.30909,2.40692,0.0431493,2.01208,1.10986,1.62975,1.77693,1.96499,2.35393,1.86968,2.13635,1.34542,2.53464,0.786853,1.52478,2.29656,1.077,1.66807,1.60012,-0.832576
gen=240_infill=4,1.45913,1.63298,2.09528,1.99765,0.574037,0.460521,0.886476,-0.0731442,1.97951,1.25379,1.70756,1.74654,2.92188,2.22835,1.22702,2.96673,0.705983,0.521923,0.422195,7.63016
gen=240_infill=5,1.54684,1.92087,1.06815,1.95682,1.16737,1.7133,1.66595,1.87311,1.93806,1.94283,1.35788,0.27317,1.80056,0.866219,2.97671,2.55241,1.35677,0.915839,1.2882,-2.25379
gen=240_infill=6,0.90412,1.08215,0.0966896,1.9264,0.905722,1.25481,1.18081,1.86502,2.29381,2.02731,1.2238,0.576496,1.15794,1.18801,1.94847,1.23125,1.12447,1.46605,1.22747,-0.453691
gen=240_infill=7,2.23244,1.66126,2.19303,2.00433,1.21772,0.95284,0.669528,0.294881,2.24262,1.2358,1.68262,2.62269,3.47339,2.16968,1.61852,2.29969,0.714965,-0.0961451,0.270361,6.69126
gen=240_infill=8,2.98765,2.33315,1.02618,2.09759,0.880703,0.695949,0.528873,1.60869,2.34679,2.14863,0.919684,-0.273158,1.45607,1.77512,2.09795,0.983941,0.204922,0.242231,1.39706,5.26469
gen=240_infill=9,1.96294,1.88772,2.38538,2.18654,1.77764,0.552807,1.81295,0.305598,1.82483,1.53606,1.49672,0.881121,3.12586,1.57262,3.08269,2.04853,0.784092,1.50395,0.574105,2.08932
gen=240_infill=10,0.463311,1.82921,0.156749,1.9424,0.90616,1.98331,1.6397,1.79303,1.26555,1.63629,1.33361,1.89797,1.87587,1.69617,1.6347,2.19944,1.06678,0.907101,1.5943,-0.462935
gen=240_infill=11,2.28017,1.90394,0.279727,2.03946,1.01638,0.83071,0.630712,-0.892839,1.51868,0.53736,1.3607,1.87886,2.18559,2.11506,2.07135,2.3239,0.423899,-0.0866638,1.28194,3.50502
gen=240_infill=12,1.9412,1.77223,1.83387,2.06231,0.66363,1.49602,1.28561,-0.0221346,2.25988,1.58994,1.25849,0.908017,1.27806,2.64974,1.67557,1.43388,0.069246,0.2462,0.067972,6.41685
gen=240_infill=13,2.83999,1.92379,2.32838,2.03996,0.627072,1.54465,1.31329,0.0404527,2.30674,0.71089,1.39,0.688847,1.98852,2.6493,1.71047,1.44866,0.111063,1.58405,0.239934,3.71172
gen=240_infill=14,2.29143,2.11624,0.664608,2.08585,1.19235,1.40723,0.751008,0.358853,1.31073,1.81952,1.38069,2.43137,2.703,2.22073,2.14243,2.58743,-0.105079,0.920771,1.56956,4.99363
gen=240_infill=15,2.27124,1.7954,0.849492,2.11031,1.1639,0.284354,0.373391,0.8218,2.35258,1.66796,1.135,1.28493,2.15,1.27517,1.85213,2.59256,0.969392,1.12336,0.907121,2.22452
gen=240_infill=16,1.77641,1.96222,1.52502,2.0264,0.436537,0.897733,1.55949,0.969995,1.67292,1.35361,0.684243,1.51597,2.16243,1.10849,1.75859,1.6517,1.51288,2.05051,0.860023,5.18635
gen=240_infill=17,1.53398,1.12907,0.778954,2.01575,1.23853,1.01963,1.03942,0.155251,2.41421,1.5953,1.39086,1.5553,2.40224,1.24012,1.77165,2.03432,1.2291,0.92979,0.878358,2.7163
gen=240_infill=18,0.77307,1.02861,0.723039,2.00693,1.55568,2.15529,1.21342,1.69177,2.31055,2.1943,1.55148,1.02245,1.99109,0.712154,1.76704,2.00875,1.42852,1.43042,1.30964,-0.368054
gen=240_infill=19,0.820968,1.50325,0.225286,2.03147,1.26101,1.17591,1.23102,1.77113,2.31524,2.05229,1.35716,0.818925,1.27601,0.451389,1.78009,1.73833,1.41452,1.69858,1.23989,-0.378879
gen=240_infill=20,1.76254,2.43851,1.2673,1.96922,1.31589,0.738623,1.34006,0.868323,2.354,2.41148,1.89713,0.320813,2.3267,1.6639,1.80801,2.4886,1.39301,1.46712,1.2562,4.91632
gen=240_infill=21,0.799527,1.20472,0.593205,1.88296,1.32904,1.14976,1.18754,1.80251,2.31329,2.06705,1.40809,0.767199,1.84113,1.63688,1.84536,1.70624,1.53831,1.91523,1.28158,-0.364202
gen=240_infill=22,0.874941,2.09656,0.710178,1.84903,1.53463,1.32517,1.23863,1.72696,2.30357,2.22078,1.46217,0.873275,1.08199,0.65166,1.84015,1.39143,1.6462,1.62645,1.26529,-0.383837
gen=240_infill=23,1.66764,1.15567,1.31861,1.89556,1.31832,0.602391,1.2336,1.55508,2.33832,1.87922,1.29183,0.417537,1.74943,1.70702,1.91272,2.66094,1.61864,1.31952,1.24385,3.08349
gen=240_infill=24,0.951033,1.4724,1.05019,1.86759,1.39439,0.925425,1.04401,1.70348,2.29753,2.07055,1.5758,0.819078,2.08922,1.72224,1.74158,1.14575,1.41498,1.64995,1.31981,-0.312656
gen=240_infill=25,1.47977,1.53107,0.437377,1.68267,1.39392,0.903511,1.0467,0.671667,2.40458,1.85561,1.37108,0.585087,1.32773,1.13338,1.90205,1.32977,1.18836,0.661937,1.20767,2.65304
gen=300_infill=1,0.845636,1.76658,0.534336,1.98927,1.20324,1.72426,1.13252,1.75537,2.30154,2.13465,1.38098,0.46216,1.70017,1.31875,1.82076,1.53413,1.37187,1.67651,1.27931,-0.43166
gen=300_infill=2,2.29143,2.11624,0.664608,2.08585,1.19235,1.40723,0.751008,0.358853,1.31073,1.81952,1.38069,2.43137,2.703,2.22073,2.14243,2.58743,-0.105079,0.920771,1.56956,4.99363
gen=300_infill=3,1.77641,1.96222,1.52502,2.0264,0.436537,0.897733,1.55949,0.969995,1.67292,1.35361,0.684243,1.51597,2.16243,1.10849,1.75859,1.6517,1.51288,2.05051,0.860023,5.18635
gen=300_infill=4,0.799527,1.20472,0.593205,1.88296,1.32904,1.14976,1.18754,1.80251,2.31329,2.06705,1.40809,0.767199,1.84113,1.63688,1.84536,1.70624,1.53831,1.91523,1.28158,-0.364202
gen=300_infill=5,1.92394,2.00328,1.47158,2.01125,0.773408,0.808887,1.3177,0.789539,1.83516,1.44982,1.01333,1.39683,2.24625,1.54214,1.6299,2.01211,1.34688,1.65876,0.864617,8.60952
gen=300_infill=6,1.65058,2.01343,0.930077,1.91572,1.22154,0.897608,1.07645,1.79625,2.30104,2.11459,1.44495,0.53749,1.91047,1.62925,1.78364,2.11467,1.34746,1.38804,1.29485,4.8447
gen=300_infill=7,0.91755,1.29319,0.378702,1.92981,1.20608,1.19515,1.34379,0.977988,1.7591,2.0445,2.21386,0.43123,1.18681,1.03785,1.68263,2.01527,1.18568,1.48544,0.978001,0.855719
gen=300_infill=8,1.68638,1.09728,0.358868,1.78378,1.13527,0.658068,0.766784,1.2416,2.21105,2.46982,1.58145,0.510875,1.61806,1.83472,1.80649,2.38055,1.14583,1.97669,1.15972,4.27064
gen=300_infill=9,2.56594,1.35673,1.26514,1.88055,1.16428,0.99898,0.827565,0.972509,2.15713,2.27241,1.19372,0.458483,2.41454,1.92321,1.84902,2.2624,0.156404,1.31359,1.33401,5.21807
gen=300_infill=10,2.21966,1.07362,0.451317,1.66212,1.55563,1.11521,0.641284,0.067614,1.11794,2.51894,1.41093,1.83311,2.35048,1.92138,1.89357,2.76569,0.571927,1.19408,1.24842,5.31301
gen=300_infill=11,1.96809,1.40353,0.972729,1.71209,1.46539,0.74752,1.07473,1.84856,2.17289,2.3209,1.67225,1.31843,1.91473,1.52034,1.83333,2.37107,1.59967,1.66053,2.14902,3.88548
gen=300_infill=12,2.70036,1.40261,1.45477,1.57768,1.11349,1.01066,0.412908,0.539545,2.21557,1.80428,1.36691,0.453726,1.52693,2.19856,2.01635,2.32277,0.346035,1.48622,1.20237,6.86457
gen=300_infill=13,2.09879,1.3309,0.353144,1.56054,1.09543,0.885725,0.632252,0.881489,0.780294,2.69538,1.87915,1.52783,2.71074,1.90708,1.92617,2.30269,0.507447,1.10659,1.55606,6.98055
gen=300_infill=14,2.23485,1.26374,0.786224,1.54699,0.983528,1.08077,0.393619,0.494146,2.04751,2.4314,1.44698,0.421681,1.22446,1.59555,2.11188,2.32119,0.707962,2.21413,1.47572,5.65166
gen=300_infill=15,2.51105,1.5981,1.36425,1.57391,0.866389,1.11822,0.401043,0.662513,1.93803,1.51865,1.38697,0.471789,1.61145,1.29267,1.96675,2.32549,0.419481,2.68747,1.55767,5.26261
gen=300_infill=16,1.4266,2.10921,0.535988,2.20676,1.04919,1.05579,1.62645,1.82514,1.97663,2.55395,1.50097,0.581796,1.50256,1.23892,1.62571,2.22506,0.843766,1.81017,1.76568,2.93463
gen=300_infill=17,2.27453,1.1977,1.40956,1.56811,0.972019,1.01281,0.349462,0.487338,1.95552,2.52204,1.34655,0.511222,1.39169,1.57467,2.20715,2.29711,-0.113585,2.12609,1.49221,4.22614
gen=350_infill=1,0.91755,1.29319,0.378702,1.92981,1.20608,1.19515,1.34379,0.977988,1.7591,2.0445,2.21386,0.43123,1.18681,1.03785,1.68263,2.01527,1.18568,1.48544,0.978001,0.855719
gen=350_infill=2,1.96809,1.40353,0.972729,1.71209,1.46539,0.74752,1.07473,1.84856,2.17289,2.3209,1.67225,1.31843,1.91473,1.52034,1.83333,2.37107,1.59967,1.66053,2.14902,3.88548
gen=350_infill=3,2.51105,1.5981,1.36425,1.57391,0.866389,1.11822,0.401043,0.662513,1.93803,1.51865,1.38697,0.471789,1.61145,1.29267,1.96675,2.32549,0.419481,2.68747,1.55767,5.26261
gen=350_infill=4,1.4266,2.10921,0.535988,2.20676,1.04919,1.05579,1.62645,1.82514,1.97663,2.55395,1.50097,0.581796,1.50256,1.23892,1.62571,2.22506,0.843766,1.81017,1.76568,2.93463
gen=350_infill=5,2.23069,1.51274,0.981938,1.82281,1.16565,0.90872,0.828031,1.13199,2.06496,2.22466,1.40307,0.913847,2.16718,1.78446,1.86121,2.27308,0.848256,1.47579,1.42479,7.01187
